기준년월,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수
202410,2629051000,남구 대연1동,50대,1641,353,1096
202410,2629051000,남구 대연1동,60대이상,4269,287,1794
202410,2629053000,남구 대연3동,20대,5635,2805,2909
202410,2629053000,남구 대연3동,20대미만,3911,670,1298
202410,2629053000,남구 대연3동,30대,3144,919,1284
202410,2629053000,남구 대연3동,40대,4292,934,1261
202410,2629053000,남구 대연3동,50대,3814,878,1406
202410,2629053000,남구 대연3동,60대이상,6341,579,1740
202410,2629054000,남구 대연4동,20대,766,76,173
202410,2629054000,남구 대연4동,20대미만,905,57,179
202410,2629054000,남구 대연4동,30대,1427,121,203
202410,2629054000,남구 대연4동,40대,1405,148,241
202410,2629054000,남구 대연4동,50대,1305,169,297
202410,2629054000,남구 대연4동,60대이상,3111,178,598
202410,2629055000,남구 대연5동,20대,1749,254,408
202410,2629055000,남구 대연5동,20대미만,938,140,231
202410,2629055000,남구 대연5동,30대,1154,179,305
202410,2629055000,남구 대연5동,40대,1387,222,313
202410,2629055000,남구 대연5동,50대,1741,278,412
202410,2629055000,남구 대연5동,60대이상,3971,247,754
202410,2629056000,남구 대연6동,20대,854,171,169
202410,2629056000,남구 대연6동,20대미만,1392,178,186
202410,2629056000,남구 대연6동,30대,1268,221,200
202410,2629056000,남구 대연6동,40대,1929,291,251
202410,2629056000,남구 대연6동,50대,1520,284,332
202410,2629056000,남구 대연6동,60대이상,2799,140,500
202410,2629057000,남구 용호1동,20대,2444,370,544
202410,2629057000,남구 용호1동,20대미만,4112,201,438
202410,2629057000,남구 용호1동,30대,2577,306,585
202410,2629057000,남구 용호1동,40대,4411,480,725
202410,2629057000,남구 용호1동,50대,5849,587,878
202410,2629057000,남구 용호1동,60대이상,10518,525,1691
202410,2629058000,남구 용호2동,20대,1012,225,348
202410,2629058000,남구 용호2동,20대미만,1477,42,175
202410,2629058000,남구 용호2동,30대,1549,156,326
202410,2629058000,남구 용호2동,40대,2280,252,395
202410,2629058000,남구 용호2동,50대,1943,239,491
202410,2629058000,남구 용호2동,60대이상,4738,192,916
202410,2629059000,남구 용호3동,20대,669,98,203
202410,2629059000,남구 용호3동,20대미만,671,234,235
202410,2629059000,남구 용호3동,30대,634,120,213
202410,2629059000,남구 용호3동,40대,869,172,306
202410,2629059000,남구 용호3동,50대,1309,245,434
202410,2629059000,남구 용호3동,60대이상,4183,251,824
202410,2629060000,남구 용호4동,20대,431,130,319
202410,2629060000,남구 용호4동,20대미만,441,49,153
202410,2629060000,남구 용호4동,30대,456,62,207
202410,2629060000,남구 용호4동,40대,665,99,278
202410,2629060000,남구 용호4동,50대,794,136,319
202410,2629060000,남구 용호4동,60대이상,2084,177,598
202410,2629061000,남구 용당동,20대,578,318,438
202410,2629061000,남구 용당동,20대미만,404,120,160
202410,2629061000,남구 용당동,30대,368,213,267
202410,2629061000,남구 용당동,40대,609,257,436
202410,2629061000,남구 용당동,50대,1035,287,556
202410,2629061000,남구 용당동,60대이상,2074,230,668
202410,2629062000,남구 감만1동,20대,360,136,201
202410,2629062000,남구 감만1동,20대미만,272,39,71
202410,2629062000,남구 감만1동,30대,375,180,309
202410,2629062000,남구 감만1동,40대,539,189,459
202410,2629062000,남구 감만1동,50대,690,245,618
202410,2629062000,남구 감만1동,60대이상,1962,236,669
202410,2629063000,남구 감만2동,20대,247,18,116
202410,2629063000,남구 감만2동,20대미만,237,31,150
202410,2629063000,남구 감만2동,30대,217,40,133
202410,2629063000,남구 감만2동,40대,329,47,211
202410,2629063000,남구 감만2동,50대,567,64,339
202410,2629063000,남구 감만2동,60대이상,1470,84,792
202410,2629064500,남구 우암동,20대,675,145,237
202410,2629064500,남구 우암동,20대미만,824,91,156
202410,2629064500,남구 우암동,30대,678,149,301
202410,2629064500,남구 우암동,40대,1088,200,365
202410,2629064500,남구 우암동,50대,1382,259,585
202410,2629064500,남구 우암동,60대이상,4672,257,1093
202410,2629068000,남구 문현1동,20대,584,65,170
202410,2629068000,남구 문현1동,20대미만,627,138,236
202410,2629068000,남구 문현1동,30대,444,69,250
202410,2629068000,남구 문현1동,40대,734,117,270
202410,2629068000,남구 문현1동,50대,1109,163,353
202410,2629068000,남구 문현1동,60대이상,2663,151,676
202410,2629069000,남구 문현2동,20대,414,349,363
202410,2629069000,남구 문현2동,20대미만,192,56,183
202410,2629069000,남구 문현2동,30대,627,672,477
202410,2629069000,남구 문현2동,40대,491,528,432
202410,2629069000,남구 문현2동,50대,556,440,506
202410,2629069000,남구 문현2동,60대이상,1803,259,757
202410,2629070000,남구 문현3동,20대,832,101,713
202410,2629070000,남구 문현3동,20대미만,729,40,869
202410,2629070000,남구 문현3동,30대,1001,100,713
202410,2629070000,남구 문현3동,40대,1285,156,1025
202410,2629070000,남구 문현3동,50대,1210,187,1272
202410,2629070000,남구 문현3동,60대이상,3610,233,2669
202410,2629071000,남구 문현4동,20대,444,94,189
202410,2629071000,남구 문현4동,20대미만,245,40,122
202410,2629071000,남구 문현4동,30대,520,107,217
202410,2629071000,남구 문현4동,40대,482,115,203
202410,2629071000,남구 문현4동,50대,679,93,237
202410,2629071000,남구 문현4동,60대이상,1627,98,375
202410,2632051000,북구 구포1동,20대,1062,160,426
202410,2632051000,북구 구포1동,20대미만,638,6,190
202410,2632051000,북구 구포1동,30대,1299,210,537
202410,2632051000,북구 구포1동,40대,1190,245,554
202410,2632051000,북구 구포1동,50대,1735,423,940
202410,2632051000,북구 구포1동,60대이상,4464,533,2190
202410,2632052000,북구 구포2동,20대,1714,210,314
202410,2632052000,북구 구포2동,20대미만,1212,175,209
202410,2632052000,북구 구포2동,30대,1941,302,363
202410,2632052000,북구 구포2동,40대,2087,404,383
202410,2632052000,북구 구포2동,50대,3043,471,571
202410,2632052000,북구 구포2동,60대이상,7044,422,1048
202410,2632052100,북구 구포3동,20대,1480,172,206
202410,2632052100,북구 구포3동,20대미만,1172,191,140
202410,2632052100,북구 구포3동,30대,1254,125,186
202410,2632052100,북구 구포3동,40대,1647,195,196
202410,2632052100,북구 구포3동,50대,2770,295,373
202410,2632052100,북구 구포3동,60대이상,5878,292,617
202410,2632053000,북구 금곡동,20대,2240,248,366
202410,2632053000,북구 금곡동,20대미만,2200,122,303
202410,2632053000,북구 금곡동,30대,2359,282,511
202410,2632053000,북구 금곡동,40대,2958,352,576
202410,2632053000,북구 금곡동,50대,4725,587,878
202410,2632053000,북구 금곡동,60대이상,12241,513,1564
202410,2632054100,북구 화명1동,20대,2738,298,906
202410,2632054100,북구 화명1동,20대미만,2990,50,1030
202410,2632054100,북구 화명1동,30대,3528,260,1119
202410,2632054100,북구 화명1동,40대,3467,331,1186
202410,2632054100,북구 화명1동,50대,5190,514,1434
202410,2632054100,북구 화명1동,60대이상,7816,448,2147
202410,2632054200,북구 화명2동,20대,1372,202,304
202410,2632054200,북구 화명2동,20대미만,1414,164,278
202410,2632054200,북구 화명2동,30대,1544,174,362
202410,2632054200,북구 화명2동,40대,1575,201,369
202410,2632054200,북구 화명2동,50대,2247,326,546
202410,2632054200,북구 화명2동,60대이상,4393,258,856
202410,2632054300,북구 화명3동,20대,1971,420,785
202410,2632054300,북구 화명3동,20대미만,2460,366,645
202410,2632054300,북구 화명3동,30대,1688,317,720
202410,2632054300,북구 화명3동,40대,2591,455,712
202410,2632054300,북구 화명3동,50대,3304,536,945
202410,2632054300,북구 화명3동,60대이상,4689,353,1477
202410,2632055000,북구 덕천1동,20대,1034,234,354
202410,2632055000,북구 덕천1동,20대미만,537,38,183
202410,2632055000,북구 덕천1동,30대,1439,199,362
202410,2632055000,북구 덕천1동,40대,1095,211,367
202410,2632055000,북구 덕천1동,50대,1437,308,517
202410,2632055000,북구 덕천1동,60대이상,4234,260,1108
202410,2632056000,북구 덕천2동,20대,892,364,1005
202410,2632056000,북구 덕천2동,20대미만,522,244,531
202410,2632056000,북구 덕천2동,30대,935,403,1087
202410,2632056000,북구 덕천2동,40대,894,412,1027
202410,2632056000,북구 덕천2동,50대,1312,472,1361
202410,2632056000,북구 덕천2동,60대이상,3571,410,2392
202410,2632056100,북구 덕천3동,20대,356,40,63
202410,2632056100,북구 덕천3동,20대미만,223,6,32
202410,2632056100,북구 덕천3동,30대,342,31,96
202410,2632056100,북구 덕천3동,40대,580,30,80
202410,2632056100,북구 덕천3동,50대,905,81,131
202410,2632056100,북구 덕천3동,60대이상,2588,73,302
202410,2632057100,북구 만덕1동,20대,906,117,185
202410,2632057100,북구 만덕1동,20대미만,954,80,172
202410,2632057100,북구 만덕1동,30대,1922,142,317
202410,2632057100,북구 만덕1동,40대,1606,139,304
202410,2632057100,북구 만덕1동,50대,1545,151,325
202410,2632057100,북구 만덕1동,60대이상,3796,189,728
202410,2632057200,북구 만덕2동,20대,1659,168,271
202410,2632057200,북구 만덕2동,20대미만,2416,208,247
202410,2632057200,북구 만덕2동,30대,2357,191,364
202410,2632057200,북구 만덕2동,40대,2835,299,396
202410,2632057200,북구 만덕2동,50대,3023,343,476
202410,2632057200,북구 만덕2동,60대이상,6912,305,941
202410,2632057300,북구 만덕3동,20대,1075,110,216
202410,2632057300,북구 만덕3동,20대미만,1110,35,197
202410,2632057300,북구 만덕3동,30대,1324,76,259
202410,2632057300,북구 만덕3동,40대,1541,138,274
202410,2632057300,북구 만덕3동,50대,2071,194,328
202410,2632057300,북구 만덕3동,60대이상,5365,255,690
202410,2635051000,해운대구 우1동,20대,1777,744,2220
202410,2635051000,해운대구 우1동,20대미만,1985,549,1275
202410,2635051000,해운대구 우1동,30대,2123,700,2354
202410,2635051000,해운대구 우1동,40대,2584,732,2407
202410,2635051000,해운대구 우1동,50대,2848,786,2297
202410,2635051000,해운대구 우1동,60대이상,6040,767,3121
202410,2635052000,해운대구 우2동,20대,1692,2154,2295
202410,2635052000,해운대구 우2동,20대미만,2410,579,1416
202410,2635052000,해운대구 우2동,30대,2340,2253,2682
202410,2635052000,해운대구 우2동,40대,3494,1743,2434
202410,2635052000,해운대구 우2동,50대,3922,1519,2227
202410,2635052000,해운대구 우2동,60대이상,6644,834,2716
202410,2635052500,해운대구 우3동,20대,1154,230,480
202410,2635052500,해운대구 우3동,20대미만,1847,104,422
202410,2635052500,해운대구 우3동,30대,1707,303,612
202410,2635052500,해운대구 우3동,40대,2544,415,729
202410,2635052500,해운대구 우3동,50대,3086,377,763
202410,2635052500,해운대구 우3동,60대이상,6008,341,1077
202410,2635053000,해운대구 중1동,20대,1986,647,1484
202410,2635053000,해운대구 중1동,20대미만,1781,94,941
202410,2635053000,해운대구 중1동,30대,2320,609,1946
202410,2635053000,해운대구 중1동,40대,3210,690,1893
202410,2635053000,해운대구 중1동,50대,3440,763,1807
202410,2635053000,해운대구 중1동,60대이상,5807,610,2415
202410,2635054000,해운대구 중2동,20대,899,174,477
202410,2635054000,해운대구 중2동,20대미만,1439,51,238
202410,2635054000,해운대구 중2동,30대,1402,215,568
202410,2635054000,해운대구 중2동,40대,1889,219,604
202410,2635054000,해운대구 중2동,50대,1943,268,721
202410,2635054000,해운대구 중2동,60대이상,3850,252,1106
202410,2635055100,해운대구 좌1동,20대,1424,410,728
202410,2635055100,해운대구 좌1동,20대미만,1171,68,591
202410,2635055100,해운대구 좌1동,30대,1368,385,687
202410,2635055100,해운대구 좌1동,40대,1756,441,829
202410,2635055100,해운대구 좌1동,50대,2346,494,1042
202410,2635055100,해운대구 좌1동,60대이상,3358,405,1427
202410,2635055200,해운대구 좌2동,20대,2638,297,469
202410,2635055200,해운대구 좌2동,20대미만,2119,153,427
202410,2635055200,해운대구 좌2동,30대,3097,311,432
202410,2635055200,해운대구 좌2동,40대,3212,374,426
202410,2635055200,해운대구 좌2동,50대,3808,394,517
202410,2635055200,해운대구 좌2동,60대이상,6744,330,760
202410,2635055300,해운대구 좌3동,20대,1050,100,218
202410,2635055300,해운대구 좌3동,20대미만,1105,338,281
202410,2635055300,해운대구 좌3동,30대,944,104,239
202410,2635055300,해운대구 좌3동,40대,1229,118,294
202410,2635055300,해운대구 좌3동,50대,2032,193,371
202410,2635055300,해운대구 좌3동,60대이상,4146,181,638
202410,2635055400,해운대구 좌4동,20대,1642,287,438
202410,2635055400,해운대구 좌4동,20대미만,2314,325,440
202410,2635055400,해운대구 좌4동,30대,1652,225,437
202410,2635055400,해운대구 좌4동,40대,2431,320,563
202410,2635055400,해운대구 좌4동,50대,2906,377,725
202410,2635055400,해운대구 좌4동,60대이상,4717,291,1230
202410,2635056000,해운대구 송정동,20대,862,432,1312
202410,2635056000,해운대구 송정동,20대미만,794,147,668
202410,2635056000,해운대구 송정동,30대,744,422,1270
202410,2635056000,해운대구 송정동,40대,1361,463,1411
202410,2635056000,해운대구 송정동,50대,1117,577,1509
202410,2635056000,해운대구 송정동,60대이상,3276,448,2111
202410,2635057000,해운대구 반여1동,20대,2717,424,515
202410,2635057000,해운대구 반여1동,20대미만,4104,259,376
202410,2635057000,해운대구 반여1동,30대,2798,471,709
202410,2635057000,해운대구 반여1동,40대,4142,601,827
202410,2635057000,해운대구 반여1동,50대,4847,796,984
202410,2635057000,해운대구 반여1동,60대이상,7993,561,1716
202410,2635058000,해운대구 반여2동,20대,709,75,188
202410,2635058000,해운대구 반여2동,20대미만,442,42,113
202410,2635058000,해운대구 반여2동,30대,887,83,212
202410,2635058000,해운대구 반여2동,40대,1077,123,226
202410,2635058000,해운대구 반여2동,50대,1547,178,428
202410,2635058000,해운대구 반여2동,60대이상,4462,173,720
202410,2635059000,해운대구 반여3동,20대,446,27,49
202410,2635059000,해운대구 반여3동,20대미만,185,9,25
202410,2635059000,해운대구 반여3동,30대,436,38,61
202410,2635059000,해운대구 반여3동,40대,526,48,73
202410,2635059000,해운대구 반여3동,50대,828,74,126
202410,2635059000,해운대구 반여3동,60대이상,1750,82,231
202410,2635059500,해운대구 반여4동,20대,722,76,139
202410,2635059500,해운대구 반여4동,20대미만,719,22,178
202410,2635059500,해운대구 반여4동,30대,664,50,202
202410,2635059500,해운대구 반여4동,40대,906,92,233
202410,2635059500,해운대구 반여4동,50대,1005,95,299
202410,2635059500,해운대구 반여4동,60대이상,1909,87,594
202410,2635061000,해운대구 반송1동,20대,816,153,182
202410,2635061000,해운대구 반송1동,20대미만,344,104,75
202410,2635061000,해운대구 반송1동,30대,595,128,172
202410,2635061000,해운대구 반송1동,40대,704,156,235
202410,2635061000,해운대구 반송1동,50대,1123,248,369
202410,2635061000,해운대구 반송1동,60대이상,3270,229,641
202410,2635062000,해운대구 반송2동,20대,1163,102,111
202410,2635062000,해운대구 반송2동,20대미만,1030,19,69
202410,2635062000,해운대구 반송2동,30대,1223,92,141
202410,2635062000,해운대구 반송2동,40대,1808,199,192
202410,2635062000,해운대구 반송2동,50대,2813,351,307
202410,2635062000,해운대구 반송2동,60대이상,8229,350,600
202410,2635065000,해운대구 재송1동,20대,2349,532,647
202410,2635065000,해운대구 재송1동,20대미만,4344,261,406
202410,2635065000,해운대구 재송1동,30대,2779,664,771
202410,2635065000,해운대구 재송1동,40대,5263,776,920
202410,2635065000,해운대구 재송1동,50대,4266,674,1017
202410,2635065000,해운대구 재송1동,60대이상,6669,512,1439
202410,2635066000,해운대구 재송2동,20대,1561,151,267
202410,2635066000,해운대구 재송2동,20대미만,1147,52,204
202410,2635066000,해운대구 재송2동,30대,1642,208,360
202410,2635066000,해운대구 재송2동,40대,2323,249,410
202410,2635066000,해운대구 재송2동,50대,2946,320,503
202410,2635066000,해운대구 재송2동,60대이상,6536,299,813
202410,2638051000,사하구 괴정1동,20대,1249,124,381
202410,2638051000,사하구 괴정1동,20대미만,1219,136,331
202410,2638051000,사하구 괴정1동,30대,1104,110,363
202410,2638051000,사하구 괴정1동,40대,1681,155,493
202410,2638051000,사하구 괴정1동,50대,2041,257,619
202410,2638051000,사하구 괴정1동,60대이상,5897,231,1111
202410,2638052000,사하구 괴정2동,20대,882,62,118
202410,2638052000,사하구 괴정2동,20대미만,771,76,91
202410,2638052000,사하구 괴정2동,30대,923,65,111
202410,2638052000,사하구 괴정2동,40대,1163,128,162
202410,2638052000,사하구 괴정2동,50대,1539,133,182
202410,2638052000,사하구 괴정2동,60대이상,4168,147,409
202410,2638053000,사하구 괴정3동,20대,837,311,360
202410,2638053000,사하구 괴정3동,20대미만,659,86,269
202410,2638053000,사하구 괴정3동,30대,834,163,305
202410,2638053000,사하구 괴정3동,40대,1052,224,396
202410,2638053000,사하구 괴정3동,50대,1460,289,531
202410,2638053000,사하구 괴정3동,60대이상,4495,307,1103
202410,2638054000,사하구 괴정4동,20대,857,81,177
202410,2638054000,사하구 괴정4동,20대미만,1170,100,308
202410,2638054000,사하구 괴정4동,30대,1137,128,230
202410,2638054000,사하구 괴정4동,40대,1581,172,297
202410,2638054000,사하구 괴정4동,50대,1527,164,352
202410,2638054000,사하구 괴정4동,60대이상,3514,144,798
202410,2638055000,사하구 당리동,20대,1629,281,644
202410,2638055000,사하구 당리동,20대미만,1556,118,429
202410,2638055000,사하구 당리동,30대,1736,287,627
202410,2638055000,사하구 당리동,40대,2204,377,655
202410,2638055000,사하구 당리동,50대,2942,460,837
202410,2638055000,사하구 당리동,60대이상,7337,396,1595
202410,2638056100,사하구 하단1동,20대,2060,196,383
202410,2638056100,사하구 하단1동,20대미만,1132,63,198
202410,2638056100,사하구 하단1동,30대,2007,172,437
202410,2638056100,사하구 하단1동,40대,2058,241,449
202410,2638056100,사하구 하단1동,50대,2500,292,565
202410,2638056100,사하구 하단1동,60대이상,5663,285,1019
202410,2638056200,사하구 하단2동,20대,3659,1636,1468
202410,2638056200,사하구 하단2동,20대미만,1885,376,534
202410,2638056200,사하구 하단2동,30대,2231,461,821
202410,2638056200,사하구 하단2동,40대,2383,486,755
202410,2638056200,사하구 하단2동,50대,2872,581,831
202410,2638056200,사하구 하단2동,60대이상,5854,397,1232
202410,2638057100,사하구 신평1동,20대,909,194,223
202410,2638057100,사하구 신평1동,20대미만,965,141,193
202410,2638057100,사하구 신평1동,30대,1126,375,338
202410,2638057100,사하구 신평1동,40대,1666,406,399
202410,2638057100,사하구 신평1동,50대,2114,585,549
202410,2638057100,사하구 신평1동,60대이상,5151,376,760
202410,2638057200,사하구 신평2동,20대,1079,245,244
202410,2638057200,사하구 신평2동,20대미만,1233,59,185
202410,2638057200,사하구 신평2동,30대,1652,343,397
202410,2638057200,사하구 신평2동,40대,1827,403,426
202410,2638057200,사하구 신평2동,50대,2152,488,608
202410,2638057200,사하구 신평2동,60대이상,4216,420,883
202410,2638058000,사하구 장림1동,20대,648,230,273
202410,2638058000,사하구 장림1동,20대미만,1011,66,225
202410,2638058000,사하구 장림1동,30대,992,332,492
202410,2638058000,사하구 장림1동,40대,1471,430,528
202410,2638058000,사하구 장림1동,50대,1378,653,732
202410,2638058000,사하구 장림1동,60대이상,2755,627,1087
202410,2638059000,사하구 장림2동,20대,1776,271,386
202410,2638059000,사하구 장림2동,20대미만,1880,155,331
202410,2638059000,사하구 장림2동,30대,2068,326,569
202410,2638059000,사하구 장림2동,40대,2815,510,620
202410,2638059000,사하구 장림2동,50대,3333,642,715
202410,2638059000,사하구 장림2동,60대이상,6431,541,1214
202410,2638060100,사하구 다대1동,20대,2172,403,407
202410,2638060100,사하구 다대1동,20대미만,2945,89,252
202410,2638060100,사하구 다대1동,30대,2512,498,477
202410,2638060100,사하구 다대1동,40대,3854,738,623
202410,2638060100,사하구 다대1동,50대,5070,910,904
202410,2638060100,사하구 다대1동,60대이상,10728,712,1623
202410,2638060200,사하구 다대2동,20대,1643,242,229
202410,2638060200,사하구 다대2동,20대미만,2120,79,141
202410,2638060200,사하구 다대2동,30대,1605,231,262
202410,2638060200,사하구 다대2동,40대,2560,406,328
202410,2638060200,사하구 다대2동,50대,3802,509,490
202410,2638060200,사하구 다대2동,60대이상,8664,448,804
202410,2638061000,사하구 구평동,20대,734,161,146
202410,2638061000,사하구 구평동,20대미만,1062,80,131
202410,2638061000,사하구 구평동,30대,1474,265,270
202410,2638061000,사하구 구평동,40대,1540,362,345
202410,2638061000,사하구 구평동,50대,1389,470,489
202410,2638061000,사하구 구평동,60대이상,2599,440,739
202410,2638062000,사하구 감천1동,20대,1028,159,169
202410,2638062000,사하구 감천1동,20대미만,1096,277,229
202410,2638062000,사하구 감천1동,30대,1065,208,216
202410,2638062000,사하구 감천1동,40대,1585,280,354
202410,2638062000,사하구 감천1동,50대,2244,409,510
202410,2638062000,사하구 감천1동,60대이상,6298,344,803
202410,2638063000,사하구 감천2동,20대,212,19,48
202410,2638063000,사하구 감천2동,20대미만,118,0,54
202410,2638063000,사하구 감천2동,30대,210,18,54
202410,2638063000,사하구 감천2동,40대,426,38,69
202410,2638063000,사하구 감천2동,50대,689,67,126
202410,2638063000,사하구 감천2동,60대이상,1878,43,213
202410,2641051000,금정구 서1동,20대,218,18,43
202410,2641051000,금정구 서1동,20대미만,132,6,33
202410,2641051000,금정구 서1동,30대,232,17,73
202410,2641051000,금정구 서1동,40대,366,45,85
202410,2641051000,금정구 서1동,50대,552,72,132
202410,2641051000,금정구 서1동,60대이상,1838,99,313
202410,2641052000,금정구 서2동,20대,344,59,135
202410,2641052000,금정구 서2동,20대미만,190,56,79
202410,2641052000,금정구 서2동,30대,521,70,165
202410,2641052000,금정구 서2동,40대,540,94,203
202410,2641052000,금정구 서2동,50대,879,184,324
202410,2641052000,금정구 서2동,60대이상,2321,203,655
202410,2641053000,금정구 서3동,20대,518,79,115
202410,2641053000,금정구 서3동,20대미만,330,84,95
202410,2641053000,금정구 서3동,30대,640,106,173
202410,2641053000,금정구 서3동,40대,674,122,183
202410,2641053000,금정구 서3동,50대,1333,191,325
202410,2641053000,금정구 서3동,60대이상,3851,256,702
202410,2641055500,금정구 금사회동동,20대,311,302,207
202410,2641055500,금정구 금사회동동,20대미만,218,37,113
202410,2641055500,금정구 금사회동동,30대,410,492,379
202410,2641055500,금정구 금사회동동,40대,543,541,502
202410,2641055500,금정구 금사회동동,50대,853,729,818
202410,2641055500,금정구 금사회동동,60대이상,2859,581,1253
202410,2641057000,금정구 부곡1동,20대,392,39,83
202410,2641057000,금정구 부곡1동,20대미만,320,115,119
202410,2641057000,금정구 부곡1동,30대,413,43,93
202410,2641057000,금정구 부곡1동,40대,627,67,137
202410,2641057000,금정구 부곡1동,50대,818,91,182
202410,2641057000,금정구 부곡1동,60대이상,2865,126,358
202410,2641058000,금정구 부곡2동,20대,1598,358,409
202410,2641058000,금정구 부곡2동,20대미만,1338,365,340
202410,2641058000,금정구 부곡2동,30대,1216,278,493
202410,2641058000,금정구 부곡2동,40대,1643,358,538
202410,2641058000,금정구 부곡2동,50대,2078,390,596
202410,2641058000,금정구 부곡2동,60대이상,4601,321,1102
202410,2641059000,금정구 부곡3동,20대,1314,416,375
202410,2641059000,금정구 부곡3동,20대미만,1066,369,294
202410,2641059000,금정구 부곡3동,30대,1151,314,358
202410,2641059000,금정구 부곡3동,40대,1396,295,432
202410,2641059000,금정구 부곡3동,50대,1786,320,578
202410,2641059000,금정구 부곡3동,60대이상,3995,283,955
202410,2641059100,금정구 부곡4동,20대,545,61,192
202410,2641059100,금정구 부곡4동,20대미만,359,16,190
202410,2641059100,금정구 부곡4동,30대,734,75,222
202410,2641059100,금정구 부곡4동,40대,717,101,268
202410,2641059100,금정구 부곡4동,50대,1047,138,349
202410,2641059100,금정구 부곡4동,60대이상,2907,180,744
202410,2641060000,금정구 장전1동,20대,4384,625,782
202410,2641060000,금정구 장전1동,20대미만,969,92,316
202410,2641060000,금정구 장전1동,30대,1359,204,430
202410,2641060000,금정구 장전1동,40대,1371,241,419
202410,2641060000,금정구 장전1동,50대,1466,283,514
202410,2641060000,금정구 장전1동,60대이상,3437,236,746
202410,2641061000,금정구 장전2동,20대,2058,2170,2308
202410,2641061000,금정구 장전2동,20대미만,2390,355,858
202410,2641061000,금정구 장전2동,30대,2215,792,1024
202410,2641061000,금정구 장전2동,40대,3200,847,1055
202410,2641061000,금정구 장전2동,50대,2668,711,1099
202410,2641061000,금정구 장전2동,60대이상,5723,516,1562
202410,2641063500,금정구 선두구동,20대,78,40,119
202410,2641063500,금정구 선두구동,20대미만,61,2,53
202410,2641063500,금정구 선두구동,30대,67,67,170
202410,2641063500,금정구 선두구동,40대,120,108,279
202410,2641063500,금정구 선두구동,50대,217,137,373
202410,2641063500,금정구 선두구동,60대이상,885,126,592
202410,2641066500,금정구 청룡노포동,20대,509,119,273
202410,2641066500,금정구 청룡노포동,20대미만,476,51,117
202410,2641066500,금정구 청룡노포동,30대,515,139,326
202410,2641066500,금정구 청룡노포동,40대,634,176,442
202410,2641066500,금정구 청룡노포동,50대,1078,228,748
202410,2641066500,금정구 청룡노포동,60대이상,3299,268,1456
202410,2641067000,금정구 남산동,20대,2277,545,664
202410,2641067000,금정구 남산동,20대미만,1386,137,468
202410,2641067000,금정구 남산동,30대,1591,266,528
202410,2641067000,금정구 남산동,40대,1816,366,643
202410,2641067000,금정구 남산동,50대,3064,534,952
202410,2641067000,금정구 남산동,60대이상,7769,426,1823
202410,2641068000,금정구 구서1동,20대,756,181,349
202410,2641068000,금정구 구서1동,20대미만,1092,367,325
202410,2641068000,금정구 구서1동,30대,1129,248,400
202410,2641068000,금정구 구서1동,40대,1405,303,496
202410,2641068000,금정구 구서1동,50대,1543,282,554
202410,2641068000,금정구 구서1동,60대이상,3372,265,859
202410,2641069000,금정구 구서2동,20대,2135,263,847
202410,2641069000,금정구 구서2동,20대미만,2153,154,506
202410,2641069000,금정구 구서2동,30대,2104,255,768
202410,2641069000,금정구 구서2동,40대,2995,369,861
202410,2641069000,금정구 구서2동,50대,3802,518,1297
202410,2641069000,금정구 구서2동,60대이상,8024,506,2636
202410,2641070000,금정구 금성동,20대,39,11,49
202410,2641070000,금정구 금성동,20대미만,85,9,88
202410,2641070000,금정구 금성동,30대,40,19,82
202410,2641070000,금정구 금성동,40대,83,17,132
202410,2641070000,금정구 금성동,50대,96,30,198
202410,2641070000,금정구 금성동,60대이상,349,45,297
202410,2644051000,강서구 대저1동,20대,555,438,455
202410,2644051000,강서구 대저1동,20대미만,199,124,144
202410,2644051000,강서구 대저1동,30대,390,612,493
202410,2644051000,강서구 대저1동,40대,423,695,645
202410,2644051000,강서구 대저1동,50대,707,832,852
202410,2644051000,강서구 대저1동,60대이상,2805,682,1550
202410,2644052000,강서구 대저2동,20대,919,713,2390
202410,2644052000,강서구 대저2동,20대미만,533,35,806
202410,2644052000,강서구 대저2동,30대,821,1054,3232
202410,2644052000,강서구 대저2동,40대,596,997,2991
202410,2644052000,강서구 대저2동,50대,704,1298,3607
202410,2644052000,강서구 대저2동,60대이상,2242,949,4339
202410,2644053000,강서구 강동동,20대,75,54,84
202410,2644053000,강서구 강동동,20대미만,44,3,25
202410,2644053000,강서구 강동동,30대,146,110,144
202410,2644053000,강서구 강동동,40대,188,145,209
202410,2644053000,강서구 강동동,50대,229,217,300
202410,2644053000,강서구 강동동,60대이상,1482,257,511
202410,2644053500,강서구 명지1동,20대,2836,686,813
202410,2644053500,강서구 명지1동,20대미만,7474,281,470
202410,2644053500,강서구 명지1동,30대,8322,1350,1440
202410,2644053500,강서구 명지1동,40대,9418,1607,1436
202410,2644053500,강서구 명지1동,50대,3917,931,1279
202410,2644053500,강서구 명지1동,60대이상,6148,613,1461
202410,2644054500,강서구 명지2동,20대,1344,320,369
202410,2644054500,강서구 명지2동,20대미만,4349,126,292
202410,2644054500,강서구 명지2동,30대,2561,497,553
202410,2644054500,강서구 명지2동,40대,5346,825,622
202410,2644054500,강서구 명지2동,50대,3058,450,521
202410,2644054500,강서구 명지2동,60대이상,3636,242,612
202410,2644055000,강서구 가락동,20대,55,54,83
202410,2644055000,강서구 가락동,20대미만,98,5,52
202410,2644055000,강서구 가락동,30대,100,131,175
