기준년월,행정동코드,행정동명,나이대,평균주거인구수,평균직장인구수,평균방문인구수
202410,2644055000,강서구 가락동,40대,142,164,197
202410,2644055000,강서구 가락동,50대,253,265,329
202410,2644055000,강서구 가락동,60대이상,1129,244,493
202410,2644056000,강서구 녹산동,20대,2153,1712,1092
202410,2644056000,강서구 녹산동,20대미만,3602,77,263
202410,2644056000,강서구 녹산동,30대,4156,3487,2007
202410,2644056000,강서구 녹산동,40대,5414,4452,2703
202410,2644056000,강서구 녹산동,50대,3692,3638,2764
202410,2644056000,강서구 녹산동,60대이상,6586,2171,2666
202410,2644058000,강서구 가덕도동,20대,200,102,329
202410,2644058000,강서구 가덕도동,20대미만,115,31,86
202410,2644058000,강서구 가덕도동,30대,269,140,623
202410,2644058000,강서구 가덕도동,40대,332,200,1042
202410,2644058000,강서구 가덕도동,50대,448,208,1041
202410,2644058000,강서구 가덕도동,60대이상,1648,153,915
202410,2647061000,연제구 거제1동,20대,2036,649,598
202410,2647061000,연제구 거제1동,20대미만,2118,449,671
202410,2647061000,연제구 거제1동,30대,1832,731,649
202410,2647061000,연제구 거제1동,40대,2703,954,883
202410,2647061000,연제구 거제1동,50대,2779,976,1065
202410,2647061000,연제구 거제1동,60대이상,5691,710,1532
202410,2647062000,연제구 거제2동,20대,1474,220,350
202410,2647062000,연제구 거제2동,20대미만,2597,182,424
202410,2647062000,연제구 거제2동,30대,2304,296,527
202410,2647062000,연제구 거제2동,40대,3340,437,704
202410,2647062000,연제구 거제2동,50대,2602,474,783
202410,2647062000,연제구 거제2동,60대이상,3594,354,1656
202410,2647063000,연제구 거제3동,20대,605,112,824
202410,2647063000,연제구 거제3동,20대미만,415,11,290
202410,2647063000,연제구 거제3동,30대,656,140,1180
202410,2647063000,연제구 거제3동,40대,690,171,1209
202410,2647063000,연제구 거제3동,50대,1078,211,1278
202410,2647063000,연제구 거제3동,60대이상,1909,186,1348
202410,2647064000,연제구 거제4동,20대,604,50,233
202410,2647064000,연제구 거제4동,20대미만,853,108,236
202410,2647064000,연제구 거제4동,30대,577,96,365
202410,2647064000,연제구 거제4동,40대,898,87,369
202410,2647064000,연제구 거제4동,50대,1184,141,366
202410,2647064000,연제구 거제4동,60대이상,2634,136,590
202410,2647065000,연제구 연산1동,20대,888,198,347
202410,2647065000,연제구 연산1동,20대미만,1206,149,295
202410,2647065000,연제구 연산1동,30대,1247,273,434
202410,2647065000,연제구 연산1동,40대,1588,309,498
202410,2647065000,연제구 연산1동,50대,1568,348,621
202410,2647065000,연제구 연산1동,60대이상,3964,313,1069
202410,2647066000,연제구 연산2동,20대,1634,278,1021
202410,2647066000,연제구 연산2동,20대미만,1224,190,812
202410,2647066000,연제구 연산2동,30대,2903,488,1616
202410,2647066000,연제구 연산2동,40대,2215,487,1438
202410,2647066000,연제구 연산2동,50대,2222,525,1464
202410,2647066000,연제구 연산2동,60대이상,4868,355,2790
202410,2647067000,연제구 연산3동,20대,265,23,40
202410,2647067000,연제구 연산3동,20대미만,148,57,66
202410,2647067000,연제구 연산3동,30대,426,24,85
202410,2647067000,연제구 연산3동,40대,543,33,83
202410,2647067000,연제구 연산3동,50대,569,46,106
202410,2647067000,연제구 연산3동,60대이상,1737,50,200
202410,2647068000,연제구 연산4동,20대,1045,265,899
202410,2647068000,연제구 연산4동,20대미만,620,23,249
202410,2647068000,연제구 연산4동,30대,1331,303,1004
202410,2647068000,연제구 연산4동,40대,1352,311,960
202410,2647068000,연제구 연산4동,50대,1846,430,1126
202410,2647068000,연제구 연산4동,60대이상,4511,414,2309
202410,2647069000,연제구 연산5동,20대,1678,358,660
202410,2647069000,연제구 연산5동,20대미만,452,32,134
202410,2647069000,연제구 연산5동,30대,1879,503,744
202410,2647069000,연제구 연산5동,40대,1191,486,622
202410,2647069000,연제구 연산5동,50대,1229,589,795
202410,2647069000,연제구 연산5동,60대이상,2857,503,1355
202410,2647070000,연제구 연산6동,20대,784,124,525
202410,2647070000,연제구 연산6동,20대미만,686,114,342
202410,2647070000,연제구 연산6동,30대,1086,111,569
202410,2647070000,연제구 연산6동,40대,1321,164,603
202410,2647070000,연제구 연산6동,50대,1464,233,864
202410,2647070000,연제구 연산6동,60대이상,4499,235,1999
202410,2647072000,연제구 연산8동,20대,402,68,266
202410,2647072000,연제구 연산8동,20대미만,419,149,286
202410,2647072000,연제구 연산8동,30대,518,76,308
202410,2647072000,연제구 연산8동,40대,708,94,420
202410,2647072000,연제구 연산8동,50대,865,140,493
202410,2647072000,연제구 연산8동,60대이상,2179,126,1089
202410,2647073000,연제구 연산9동,20대,2235,298,472
202410,2647073000,연제구 연산9동,20대미만,2484,195,381
202410,2647073000,연제구 연산9동,30대,2575,340,573
202410,2647073000,연제구 연산9동,40대,3313,546,734
202410,2647073000,연제구 연산9동,50대,4216,619,939
202410,2647073000,연제구 연산9동,60대이상,9213,520,1438
202410,2650066000,수영구 남천1동,20대,1211,413,662
202410,2650066000,수영구 남천1동,20대미만,1399,243,665
202410,2650066000,수영구 남천1동,30대,1463,525,766
202410,2650066000,수영구 남천1동,40대,1625,499,895
202410,2650066000,수영구 남천1동,50대,1806,521,977
202410,2650066000,수영구 남천1동,60대이상,3798,443,1605
202410,2650067000,수영구 남천2동,20대,454,51,377
202410,2650067000,수영구 남천2동,20대미만,524,23,183
202410,2650067000,수영구 남천2동,30대,878,79,368
202410,2650067000,수영구 남천2동,40대,774,93,370
202410,2650067000,수영구 남천2동,50대,1245,150,401
202410,2650067000,수영구 남천2동,60대이상,2205,90,701
202410,2650073000,수영구 수영동,20대,1033,196,377
202410,2650073000,수영구 수영동,20대미만,557,78,169
202410,2650073000,수영구 수영동,30대,1146,206,416
202410,2650073000,수영구 수영동,40대,1145,177,416
202410,2650073000,수영구 수영동,50대,1551,283,534
202410,2650073000,수영구 수영동,60대이상,5252,317,1108
202410,2650074000,수영구 망미1동,20대,1567,251,336
202410,2650074000,수영구 망미1동,20대미만,1858,100,231
202410,2650074000,수영구 망미1동,30대,2033,251,417
202410,2650074000,수영구 망미1동,40대,2594,339,464
202410,2650074000,수영구 망미1동,50대,2811,388,592
202410,2650074000,수영구 망미1동,60대이상,8972,435,1203
202410,2650075000,수영구 망미2동,20대,425,71,222
202410,2650075000,수영구 망미2동,20대미만,524,32,185
202410,2650075000,수영구 망미2동,30대,532,85,268
202410,2650075000,수영구 망미2동,40대,827,112,385
202410,2650075000,수영구 망미2동,50대,1112,125,356
202410,2650075000,수영구 망미2동,60대이상,2440,131,683
202410,2650076000,수영구 광안1동,20대,2746,219,485
202410,2650076000,수영구 광안1동,20대미만,925,42,183
202410,2650076000,수영구 광안1동,30대,2349,220,415
202410,2650076000,수영구 광안1동,40대,1542,205,388
202410,2650076000,수영구 광안1동,50대,1475,219,469
202410,2650076000,수영구 광안1동,60대이상,4141,220,954
202410,2650077000,수영구 광안2동,20대,1587,383,1820
202410,2650077000,수영구 광안2동,20대미만,1025,154,427
202410,2650077000,수영구 광안2동,30대,1742,385,1261
202410,2650077000,수영구 광안2동,40대,1739,347,873
202410,2650077000,수영구 광안2동,50대,1801,320,887
202410,2650077000,수영구 광안2동,60대이상,4235,329,1292
202410,2650078000,수영구 광안3동,20대,1220,203,718
202410,2650078000,수영구 광안3동,20대미만,307,35,235
202410,2650078000,수영구 광안3동,30대,1108,191,626
202410,2650078000,수영구 광안3동,40대,810,216,553
202410,2650078000,수영구 광안3동,50대,851,218,615
202410,2650078000,수영구 광안3동,60대이상,2671,251,1217
202410,2650079000,수영구 광안4동,20대,768,128,569
202410,2650079000,수영구 광안4동,20대미만,614,151,379
202410,2650079000,수영구 광안4동,30대,983,132,618
202410,2650079000,수영구 광안4동,40대,1132,170,622
202410,2650079000,수영구 광안4동,50대,1469,166,605
202410,2650079000,수영구 광안4동,60대이상,3015,169,1243
202410,2650080000,수영구 민락동,20대,2108,403,2102
202410,2650080000,수영구 민락동,20대미만,1444,32,512
202410,2650080000,수영구 민락동,30대,2867,395,1522
202410,2650080000,수영구 민락동,40대,2951,393,1085
202410,2650080000,수영구 민락동,50대,3369,464,1117
202410,2650080000,수영구 민락동,60대이상,7449,476,1594
202410,2653058000,사상구 삼락동,20대,246,173,858
202410,2653058000,사상구 삼락동,20대미만,201,71,286
202410,2653058000,사상구 삼락동,30대,284,311,740
202410,2653058000,사상구 삼락동,40대,296,399,624
202410,2653058000,사상구 삼락동,50대,665,597,883
202410,2653058000,사상구 삼락동,60대이상,1484,566,1407
202410,2653059100,사상구 모라1동,20대,1644,326,320
202410,2653059100,사상구 모라1동,20대미만,1326,113,166
202410,2653059100,사상구 모라1동,30대,2150,452,405
202410,2653059100,사상구 모라1동,40대,1989,530,453
202410,2653059100,사상구 모라1동,50대,3398,809,756
202410,2653059100,사상구 모라1동,60대이상,8201,774,1331
202410,2653059300,사상구 모라3동,20대,364,57,75
202410,2653059300,사상구 모라3동,20대미만,322,43,74
202410,2653059300,사상구 모라3동,30대,436,46,95
202410,2653059300,사상구 모라3동,40대,709,64,147
202410,2653059300,사상구 모라3동,50대,1296,148,253
202410,2653059300,사상구 모라3동,60대이상,4618,205,547
202410,2653060000,사상구 덕포1동,20대,658,69,147
202410,2653060000,사상구 덕포1동,20대미만,595,82,103
202410,2653060000,사상구 덕포1동,30대,1046,82,161
202410,2653060000,사상구 덕포1동,40대,901,88,146
202410,2653060000,사상구 덕포1동,50대,1110,135,224
202410,2653060000,사상구 덕포1동,60대이상,2280,132,411
202410,2653061000,사상구 덕포2동,20대,889,200,352
202410,2653061000,사상구 덕포2동,20대미만,908,124,217
202410,2653061000,사상구 덕포2동,30대,898,251,325
202410,2653061000,사상구 덕포2동,40대,1061,333,375
202410,2653061000,사상구 덕포2동,50대,1566,467,533
202410,2653061000,사상구 덕포2동,60대이상,3708,409,808
202410,2653062000,사상구 괘법동,20대,3181,1023,1758
202410,2653062000,사상구 괘법동,20대미만,969,133,552
202410,2653062000,사상구 괘법동,30대,3031,629,1318
202410,2653062000,사상구 괘법동,40대,2077,734,1163
202410,2653062000,사상구 괘법동,50대,2815,930,1618
202410,2653062000,사상구 괘법동,60대이상,6082,852,2732
202410,2653064500,사상구 감전동,20대,643,447,474
202410,2653064500,사상구 감전동,20대미만,340,58,125
202410,2653064500,사상구 감전동,30대,841,802,566
202410,2653064500,사상구 감전동,40대,837,823,626
202410,2653064500,사상구 감전동,50대,1409,983,905
202410,2653064500,사상구 감전동,60대이상,3497,875,1230
202410,2653065000,사상구 주례1동,20대,1221,266,336
202410,2653065000,사상구 주례1동,20대미만,1261,23,124
202410,2653065000,사상구 주례1동,30대,1649,327,366
202410,2653065000,사상구 주례1동,40대,1578,359,364
202410,2653065000,사상구 주례1동,50대,2130,469,527
202410,2653065000,사상구 주례1동,60대이상,4367,447,1097
202410,2653066000,사상구 주례2동,20대,2752,989,879
202410,2653066000,사상구 주례2동,20대미만,1731,265,361
202410,2653066000,사상구 주례2동,30대,1884,349,457
202410,2653066000,사상구 주례2동,40대,2078,360,516
202410,2653066000,사상구 주례2동,50대,2456,447,715
202410,2653066000,사상구 주례2동,60대이상,5300,389,1258
202410,2653066100,사상구 주례3동,20대,481,67,134
202410,2653066100,사상구 주례3동,20대미만,366,44,76
202410,2653066100,사상구 주례3동,30대,416,87,153
202410,2653066100,사상구 주례3동,40대,568,121,192
202410,2653066100,사상구 주례3동,50대,836,136,216
202410,2653066100,사상구 주례3동,60대이상,1858,119,350
202410,2653067000,사상구 학장동,20대,963,321,373
202410,2653067000,사상구 학장동,20대미만,978,144,285
202410,2653067000,사상구 학장동,30대,1100,410,551
202410,2653067000,사상구 학장동,40대,1768,513,689
202410,2653067000,사상구 학장동,50대,2077,746,980
202410,2653067000,사상구 학장동,60대이상,5240,612,1688
202410,2653068000,사상구 엄궁동,20대,1735,311,276
202410,2653068000,사상구 엄궁동,20대미만,2562,22,110
202410,2653068000,사상구 엄궁동,30대,1961,308,383
202410,2653068000,사상구 엄궁동,40대,2735,502,452
202410,2653068000,사상구 엄궁동,50대,3549,601,675
202410,2653068000,사상구 엄궁동,60대이상,6057,427,1009
202410,2671025000,기장군 기장읍,20대,3942,1158,1574
202410,2671025000,기장군 기장읍,20대미만,3976,145,1380
202410,2671025000,기장군 기장읍,30대,4378,1191,2506
202410,2671025000,기장군 기장읍,40대,5747,1447,2731
202410,2671025000,기장군 기장읍,50대,7577,1761,2764
202410,2671025000,기장군 기장읍,60대이상,17222,1238,3545
202410,2671025300,기장군 장안읍,20대,568,607,613
202410,2671025300,기장군 장안읍,20대미만,424,231,340
202410,2671025300,기장군 장안읍,30대,711,1034,1046
202410,2671025300,기장군 장안읍,40대,720,1179,1392
202410,2671025300,기장군 장안읍,50대,1117,1112,1467
202410,2671025300,기장군 장안읍,60대이상,3040,613,1829
202410,2671025600,기장군 정관읍,20대,4736,984,678
202410,2671025600,기장군 정관읍,20대미만,14109,102,313
202410,2671025600,기장군 정관읍,30대,7174,1298,809
202410,2671025600,기장군 정관읍,40대,14631,2489,1220
202410,2671025600,기장군 정관읍,50대,8690,1935,1263
202410,2671025600,기장군 정관읍,60대이상,13349,988,1511
202410,2671025900,기장군 일광읍,20대,1968,381,733
202410,2671025900,기장군 일광읍,20대미만,2493,55,381
202410,2671025900,기장군 일광읍,30대,3706,585,973
202410,2671025900,기장군 일광읍,40대,4024,607,1215
