기준년월,행정동코드,행정동명,시간대,평균주거인구수,평균직장인구수,평균방문인구수
202406,2629060000,남구 용호4동,17시,4002,1115,2125
202406,2629060000,남구 용호4동,18시,4258,959,2159
202406,2629060000,남구 용호4동,19시,4504,831,2120
202406,2629060000,남구 용호4동,20시,5071,386,1934
202406,2629060000,남구 용호4동,21시,5313,306,1809
202406,2629060000,남구 용호4동,22시,5520,252,1739
202406,2629060000,남구 용호4동,23시,5598,219,1764
202406,2629061000,남구 용당동,00시,6680,121,1210
202406,2629061000,남구 용당동,01시,6744,109,1172
202406,2629061000,남구 용당동,02시,6788,100,1157
202406,2629061000,남구 용당동,03시,6818,96,1162
202406,2629061000,남구 용당동,04시,6837,97,1190
202406,2629061000,남구 용당동,05시,6810,105,1310
202406,2629061000,남구 용당동,06시,6664,175,1661
202406,2629061000,남구 용당동,07시,6330,536,1978
202406,2629061000,남구 용당동,08시,5669,1352,2477
202406,2629061000,남구 용당동,09시,4636,2441,3172
202406,2629061000,남구 용당동,10시,4241,2668,3930
202406,2629061000,남구 용당동,11시,4054,2730,4175
202406,2629061000,남구 용당동,12시,3942,2696,4114
202406,2629061000,남구 용당동,13시,3879,2784,3991
202406,2629061000,남구 용당동,14시,3836,2806,4014
202406,2629061000,남구 용당동,15시,3892,2759,3794
202406,2629061000,남구 용당동,16시,4027,2610,3400
202406,2629061000,남구 용당동,17시,4260,2239,2982
202406,2629061000,남구 용당동,18시,4574,1547,2465
202406,2629061000,남구 용당동,19시,4911,1030,2104
202406,2629061000,남구 용당동,20시,5655,437,1916
202406,2629061000,남구 용당동,21시,6004,320,1755
202406,2629061000,남구 용당동,22시,6281,228,1577
202406,2629061000,남구 용당동,23시,6442,179,1475
202406,2629062000,남구 감만1동,00시,5120,157,1426
202406,2629062000,남구 감만1동,01시,5163,155,1407
202406,2629062000,남구 감만1동,02시,5203,152,1393
202406,2629062000,남구 감만1동,03시,5237,152,1387
202406,2629062000,남구 감만1동,04시,5252,152,1425
202406,2629062000,남구 감만1동,05시,5219,154,1525
202406,2629062000,남구 감만1동,06시,5045,248,1920
202406,2629062000,남구 감만1동,07시,4705,586,2095
202406,2629062000,남구 감만1동,08시,4163,1255,2221
202406,2629062000,남구 감만1동,09시,3419,1796,2411
202406,2629062000,남구 감만1동,10시,3176,1818,2657
202406,2629062000,남구 감만1동,11시,3046,1814,2706
202406,2629062000,남구 감만1동,12시,2964,1776,2581
202406,2629062000,남구 감만1동,13시,2909,1832,2539
202406,2629062000,남구 감만1동,14시,2889,1860,2684
202406,2629062000,남구 감만1동,15시,2946,1843,2582
202406,2629062000,남구 감만1동,16시,3095,1791,2431
202406,2629062000,남구 감만1동,17시,3294,1573,2246
202406,2629062000,남구 감만1동,18시,3546,1114,2035
202406,2629062000,남구 감만1동,19시,3798,767,1831
202406,2629062000,남구 감만1동,20시,4370,363,1770
202406,2629062000,남구 감만1동,21시,4631,298,1747
202406,2629062000,남구 감만1동,22시,4842,255,1843
202406,2629062000,남구 감만1동,23시,4957,202,1753
202406,2629063000,남구 감만2동,00시,4274,58,1817
202406,2629063000,남구 감만2동,01시,4329,54,1821
202406,2629063000,남구 감만2동,02시,4368,51,1823
202406,2629063000,남구 감만2동,03시,4395,51,1825
202406,2629063000,남구 감만2동,04시,4399,51,1828
202406,2629063000,남구 감만2동,05시,4356,56,1827
202406,2629063000,남구 감만2동,06시,4215,62,1790
202406,2629063000,남구 감만2동,07시,3935,107,1760
202406,2629063000,남구 감만2동,08시,3508,279,1778
202406,2629063000,남구 감만2동,09시,2984,493,1743
202406,2629063000,남구 감만2동,10시,2760,500,1761
202406,2629063000,남구 감만2동,11시,2622,509,1753
202406,2629063000,남구 감만2동,12시,2550,541,1724
202406,2629063000,남구 감만2동,13시,2501,556,1712
202406,2629063000,남구 감만2동,14시,2476,577,1701
202406,2629063000,남구 감만2동,15시,2512,592,1719
202406,2629063000,남구 감만2동,16시,2639,586,1718
202406,2629063000,남구 감만2동,17시,2796,539,1728
202406,2629063000,남구 감만2동,18시,2982,450,1739
202406,2629063000,남구 감만2동,19시,3199,404,1795
202406,2629063000,남구 감만2동,20시,3578,187,1831
202406,2629063000,남구 감만2동,21시,3766,158,1852
202406,2629063000,남구 감만2동,22시,3930,122,1862
202406,2629063000,남구 감만2동,23시,3984,103,1888
202406,2629064500,남구 우암동,00시,11621,212,2604
202406,2629064500,남구 우암동,01시,11714,204,2556
202406,2629064500,남구 우암동,02시,11791,202,2551
202406,2629064500,남구 우암동,03시,11845,198,2536
202406,2629064500,남구 우암동,04시,11868,201,2574
202406,2629064500,남구 우암동,05시,11781,219,2657
202406,2629064500,남구 우암동,06시,11425,377,2997
202406,2629064500,남구 우암동,07시,10761,731,3309
202406,2629064500,남구 우암동,08시,9653,1321,3435
202406,2629064500,남구 우암동,09시,8060,2123,3551
202406,2629064500,남구 우암동,10시,7454,2120,3606
202406,2629064500,남구 우암동,11시,7093,2087,3571
202406,2629064500,남구 우암동,12시,6899,2058,3480
202406,2629064500,남구 우암동,13시,6784,2095,3438
202406,2629064500,남구 우암동,14시,6732,2083,3434
202406,2629064500,남구 우암동,15시,6885,2105,3341
202406,2629064500,남구 우암동,16시,7179,2147,3222
202406,2629064500,남구 우암동,17시,7617,1933,3048
202406,2629064500,남구 우암동,18시,8205,1554,2961
202406,2629064500,남구 우암동,19시,8767,1318,2934
202406,2629064500,남구 우암동,20시,9979,476,2931
202406,2629064500,남구 우암동,21시,10490,389,2833
202406,2629064500,남구 우암동,22시,10918,311,2769
202406,2629064500,남구 우암동,23시,11166,277,2787
202406,2629068000,남구 문현1동,00시,7621,114,1812
202406,2629068000,남구 문현1동,01시,7690,111,1789
202406,2629068000,남구 문현1동,02시,7759,113,1790
202406,2629068000,남구 문현1동,03시,7803,113,1784
202406,2629068000,남구 문현1동,04시,7825,113,1786
202406,2629068000,남구 문현1동,05시,7769,117,1801
202406,2629068000,남구 문현1동,06시,7525,142,1857
202406,2629068000,남구 문현1동,07시,7035,279,1931
202406,2629068000,남구 문현1동,08시,6237,735,2120
202406,2629068000,남구 문현1동,09시,5152,1281,2143
202406,2629068000,남구 문현1동,10시,4761,1292,2259
202406,2629068000,남구 문현1동,11시,4507,1298,2414
202406,2629068000,남구 문현1동,12시,4383,1310,2502
202406,2629068000,남구 문현1동,13시,4286,1307,2437
202406,2629068000,남구 문현1동,14시,4240,1301,2273
202406,2629068000,남구 문현1동,15시,4289,1288,2163
202406,2629068000,남구 문현1동,16시,4510,1249,2084
202406,2629068000,남구 문현1동,17시,4836,1106,1967
202406,2629068000,남구 문현1동,18시,5274,951,1991
202406,2629068000,남구 문현1동,19시,5654,800,2002
202406,2629068000,남구 문현1동,20시,6462,268,1942
202406,2629068000,남구 문현1동,21시,6825,212,1884
202406,2629068000,남구 문현1동,22시,7163,166,1846
202406,2629068000,남구 문현1동,23시,7365,148,1851
202406,2629069000,남구 문현2동,00시,5040,142,1536
202406,2629069000,남구 문현2동,01시,5089,133,1473
202406,2629069000,남구 문현2동,02시,5136,131,1439
202406,2629069000,남구 문현2동,03시,5171,127,1419
202406,2629069000,남구 문현2동,04시,5194,129,1428
202406,2629069000,남구 문현2동,05시,5151,140,1482
202406,2629069000,남구 문현2동,06시,5029,232,1659
202406,2629069000,남구 문현2동,07시,4813,604,1879
202406,2629069000,남구 문현2동,08시,4388,2344,2163
202406,2629069000,남구 문현2동,09시,3670,4210,2529
202406,2629069000,남구 문현2동,10시,3398,4452,3132
202406,2629069000,남구 문현2동,11시,3231,4407,3546
202406,2629069000,남구 문현2동,12시,3151,4196,3826
202406,2629069000,남구 문현2동,13시,3071,4643,3872
202406,2629069000,남구 문현2동,14시,3025,4673,3959
202406,2629069000,남구 문현2동,15시,3041,4630,3834
202406,2629069000,남구 문현2동,16시,3126,4503,3660
202406,2629069000,남구 문현2동,17시,3284,4194,3506
202406,2629069000,남구 문현2동,18시,3499,2986,3324
202406,2629069000,남구 문현2동,19시,3742,1571,2909
202406,2629069000,남구 문현2동,20시,4285,862,2649
202406,2629069000,남구 문현2동,21시,4525,607,2359
202406,2629069000,남구 문현2동,22시,4714,386,2052
202406,2629069000,남구 문현2동,23시,4819,270,1904
202406,2629070000,남구 문현3동,00시,10449,217,8070
202406,2629070000,남구 문현3동,01시,10548,209,8042
202406,2629070000,남구 문현3동,02시,10629,205,8009
202406,2629070000,남구 문현3동,03시,10691,204,7996
202406,2629070000,남구 문현3동,04시,10717,207,7963
202406,2629070000,남구 문현3동,05시,10625,210,7914
202406,2629070000,남구 문현3동,06시,10265,225,7835
202406,2629070000,남구 문현3동,07시,9699,312,7733
202406,2629070000,남구 문현3동,08시,8522,564,7495
202406,2629070000,남구 문현3동,09시,6867,1352,7299
202406,2629070000,남구 문현3동,10시,6280,1422,7242
202406,2629070000,남구 문현3동,11시,5955,1432,7162
202406,2629070000,남구 문현3동,12시,5746,1463,7065
202406,2629070000,남구 문현3동,13시,5623,1497,6895
202406,2629070000,남구 문현3동,14시,5604,1532,6891
202406,2629070000,남구 문현3동,15시,5725,1590,6978
202406,2629070000,남구 문현3동,16시,6033,1621,7069
202406,2629070000,남구 문현3동,17시,6525,1572,7222
202406,2629070000,남구 문현3동,18시,7157,1397,7609
202406,2629070000,남구 문현3동,19시,7761,1252,7940
202406,2629070000,남구 문현3동,20시,8943,435,8041
202406,2629070000,남구 문현3동,21시,9424,341,8076
202406,2629070000,남구 문현3동,22시,9832,288,8098
202406,2629070000,남구 문현3동,23시,10064,255,8140
202406,2629071000,남구 문현4동,00시,4960,39,1031
202406,2629071000,남구 문현4동,01시,5048,38,1023
202406,2629071000,남구 문현4동,02시,5113,37,1011
202406,2629071000,남구 문현4동,03시,5157,35,1000
202406,2629071000,남구 문현4동,04시,5188,36,1009
202406,2629071000,남구 문현4동,05시,5172,38,1077
202406,2629071000,남구 문현4동,06시,5026,70,1287
202406,2629071000,남구 문현4동,07시,4740,221,1427
202406,2629071000,남구 문현4동,08시,4182,579,1559
202406,2629071000,남구 문현4동,09시,3513,1099,1653
202406,2629071000,남구 문현4동,10시,3218,1150,1731
202406,2629071000,남구 문현4동,11시,3011,1133,1787
202406,2629071000,남구 문현4동,12시,2904,1098,1786
202406,2629071000,남구 문현4동,13시,2823,1177,1737
202406,2629071000,남구 문현4동,14시,2794,1182,1705
202406,2629071000,남구 문현4동,15시,2845,1194,1667
202406,2629071000,남구 문현4동,16시,2975,1164,1582
202406,2629071000,남구 문현4동,17시,3151,1046,1403
202406,2629071000,남구 문현4동,18시,3393,784,1354
202406,2629071000,남구 문현4동,19시,3653,552,1352
202406,2629071000,남구 문현4동,20시,4115,209,1331
202406,2629071000,남구 문현4동,21시,4358,146,1284
202406,2629071000,남구 문현4동,22시,4576,90,1182
202406,2629071000,남구 문현4동,23시,4680,71,1174
202406,2632051000,북구 구포1동,00시,13119,180,3084
202406,2632051000,북구 구포1동,01시,13250,164,2905
202406,2632051000,북구 구포1동,02시,13357,156,2764
202406,2632051000,북구 구포1동,03시,13426,149,2632
202406,2632051000,북구 구포1동,04시,13434,146,2584
202406,2632051000,북구 구포1동,05시,13336,153,2756
202406,2632051000,북구 구포1동,06시,12833,207,3050
202406,2632051000,북구 구포1동,07시,11990,419,3413
202406,2632051000,북구 구포1동,08시,10684,1125,3987
202406,2632051000,북구 구포1동,09시,9000,2571,5178
202406,2632051000,북구 구포1동,10시,8421,2792,6124
202406,2632051000,북구 구포1동,11시,8083,2880,6659
202406,2632051000,북구 구포1동,12시,7888,2951,7026
202406,2632051000,북구 구포1동,13시,7773,3088,7177
202406,2632051000,북구 구포1동,14시,7698,3179,7130
202406,2632051000,북구 구포1동,15시,7816,3247,6934
202406,2632051000,북구 구포1동,16시,8129,3278,6491
202406,2632051000,북구 구포1동,17시,8710,3068,6023
202406,2632051000,북구 구포1동,18시,9356,2555,5812
202406,2632051000,북구 구포1동,19시,9914,2017,5294
202406,2632051000,북구 구포1동,20시,11304,797,4660
202406,2632051000,북구 구포1동,21시,11831,532,4094
202406,2632051000,북구 구포1동,22시,12301,356,3744
202406,2632051000,북구 구포1동,23시,12560,282,3594
202406,2632052000,북구 구포2동,00시,21681,172,1934
202406,2632052000,북구 구포2동,01시,21837,158,1869
202406,2632052000,북구 구포2동,02시,21983,153,1833
202406,2632052000,북구 구포2동,03시,22071,149,1819
202406,2632052000,북구 구포2동,04시,22084,149,1824
202406,2632052000,북구 구포2동,05시,21890,158,1941
202406,2632052000,북구 구포2동,06시,21100,223,2156
202406,2632052000,북구 구포2동,07시,19501,533,2413
202406,2632052000,북구 구포2동,08시,17063,1576,2842
202406,2632052000,북구 구포2동,09시,13789,3668,3314
202406,2632052000,북구 구포2동,10시,12803,3735,3694
202406,2632052000,북구 구포2동,11시,12253,3734,3832
202406,2632052000,북구 구포2동,12시,11986,3740,3867
202406,2632052000,북구 구포2동,13시,11750,3828,3920
202406,2632052000,북구 구포2동,14시,11650,3823,3858
202406,2632052000,북구 구포2동,15시,11878,3857,3861
202406,2632052000,북구 구포2동,16시,12487,3870,3635
202406,2632052000,북구 구포2동,17시,13492,3603,3553
202406,2632052000,북구 구포2동,18시,14903,3057,3630
202406,2632052000,북구 구포2동,19시,16061,2576,3583
202406,2632052000,북구 구포2동,20시,18758,672,3380
202406,2632052000,북구 구포2동,21시,19754,495,2941
202406,2632052000,북구 구포2동,22시,20544,340,2506
202406,2632052000,북구 구포2동,23시,20965,256,2288
202406,2632052100,북구 구포3동,00시,18081,122,1407
202406,2632052100,북구 구포3동,01시,18216,113,1353
202406,2632052100,북구 구포3동,02시,18339,105,1303
202406,2632052100,북구 구포3동,03시,18419,99,1274
202406,2632052100,북구 구포3동,04시,18431,97,1269
202406,2632052100,북구 구포3동,05시,18222,103,1264
202406,2632052100,북구 구포3동,06시,17516,126,1288
202406,2632052100,북구 구포3동,07시,16279,362,1384
202406,2632052100,북구 구포3동,08시,14347,1029,1598
202406,2632052100,북구 구포3동,09시,11942,2331,1943
202406,2632052100,북구 구포3동,10시,11114,2376,2219
202406,2632052100,북구 구포3동,11시,10602,2401,2319
202406,2632052100,북구 구포3동,12시,10300,2423,2288
202406,2632052100,북구 구포3동,13시,10114,2481,2299
202406,2632052100,북구 구포3동,14시,10037,2532,2324
202406,2632052100,북구 구포3동,15시,10257,2576,2265
202406,2632052100,북구 구포3동,16시,10783,2621,2146
202406,2632052100,북구 구포3동,17시,11576,2341,2077
202406,2632052100,북구 구포3동,18시,12578,2006,2125
202406,2632052100,북구 구포3동,19시,13604,1770,2168
202406,2632052100,북구 구포3동,20시,15623,428,2073
202406,2632052100,북구 구포3동,21시,16450,316,1879
202406,2632052100,북구 구포3동,22시,17132,231,1690
202406,2632052100,북구 구포3동,23시,17546,178,1597
202406,2632053000,북구 금곡동,00시,33846,263,3332
202406,2632053000,북구 금곡동,01시,34090,252,3264
202406,2632053000,북구 금곡동,02시,34286,247,3194
202406,2632053000,북구 금곡동,03시,34390,244,3146
202406,2632053000,북구 금곡동,04시,34403,247,3151
202406,2632053000,북구 금곡동,05시,34147,262,3191
202406,2632053000,북구 금곡동,06시,33161,312,3347
202406,2632053000,북구 금곡동,07시,31223,557,3652
202406,2632053000,북구 금곡동,08시,27916,1459,4300
202406,2632053000,북구 금곡동,09시,23229,4012,4959
202406,2632053000,북구 금곡동,10시,21449,3988,5424
202406,2632053000,북구 금곡동,11시,20360,3971,5627
202406,2632053000,북구 금곡동,12시,19669,3967,5492
202406,2632053000,북구 금곡동,13시,19288,4029,5348
202406,2632053000,북구 금곡동,14시,19106,4061,5294
202406,2632053000,북구 금곡동,15시,19437,4136,5136
202406,2632053000,북구 금곡동,16시,20272,4172,4858
202406,2632053000,북구 금곡동,17시,21620,3934,4562
202406,2632053000,북구 금곡동,18시,23334,3445,4476
202406,2632053000,북구 금곡동,19시,25143,3072,4458
202406,2632053000,북구 금곡동,20시,28851,772,4328
202406,2632053000,북구 금곡동,21시,30421,592,4001
202406,2632053000,북구 금곡동,22시,31766,449,3771
202406,2632053000,북구 금곡동,23시,32472,382,3692
202406,2632054100,북구 화명1동,00시,32370,331,7829
202406,2632054100,북구 화명1동,01시,32718,318,7778
202406,2632054100,북구 화명1동,02시,32973,308,7758
202406,2632054100,북구 화명1동,03시,33136,309,7733
202406,2632054100,북구 화명1동,04시,33203,309,7714
202406,2632054100,북구 화명1동,05시,32967,314,7725
202406,2632054100,북구 화명1동,06시,32090,348,7823
202406,2632054100,북구 화명1동,07시,29928,495,7795
202406,2632054100,북구 화명1동,08시,25675,864,7736
202406,2632054100,북구 화명1동,09시,20523,3129,7769
202406,2632054100,북구 화명1동,10시,18793,3058,7914
202406,2632054100,북구 화명1동,11시,17654,2987,7809
202406,2632054100,북구 화명1동,12시,16936,3003,7639
202406,2632054100,북구 화명1동,13시,16526,3051,7629
202406,2632054100,북구 화명1동,14시,16368,3154,7757
202406,2632054100,북구 화명1동,15시,16678,3235,7842
202406,2632054100,북구 화명1동,16시,17613,3375,7992
202406,2632054100,북구 화명1동,17시,19110,3417,8312
202406,2632054100,북구 화명1동,18시,20986,3261,8617
202406,2632054100,북구 화명1동,19시,22995,3098,8785
202406,2632054100,북구 화명1동,20시,26954,728,8757
202406,2632054100,북구 화명1동,21시,28714,594,8631
202406,2632054100,북구 화명1동,22시,30262,501,8385
202406,2632054100,북구 화명1동,23시,31077,439,8347
202406,2632054200,북구 화명2동,00시,16298,164,2169
202406,2632054200,북구 화명2동,01시,16454,152,2099
202406,2632054200,북구 화명2동,02시,16566,148,2040
202406,2632054200,북구 화명2동,03시,16624,144,2001
202406,2632054200,북구 화명2동,04시,16636,147,1988
202406,2632054200,북구 화명2동,05시,16485,155,2003
202406,2632054200,북구 화명2동,06시,16017,188,2122
202406,2632054200,북구 화명2동,07시,14972,352,2322
202406,2632054200,북구 화명2동,08시,13234,1037,2676
202406,2632054200,북구 화명2동,09시,10694,2370,3103
202406,2632054200,북구 화명2동,10시,9866,2437,3592
202406,2632054200,북구 화명2동,11시,9373,2456,3783
202406,2632054200,북구 화명2동,12시,9072,2469,3812
202406,2632054200,북구 화명2동,13시,8901,2514,3807
202406,2632054200,북구 화명2동,14시,8822,2549,3843
202406,2632054200,북구 화명2동,15시,8939,2545,3826
202406,2632054200,북구 화명2동,16시,9334,2517,3689
202406,2632054200,북구 화명2동,17시,9966,2325,3545
202406,2632054200,북구 화명2동,18시,10868,2057,3441
202406,2632054200,북구 화명2동,19시,11816,1835,3353
202406,2632054200,북구 화명2동,20시,13742,554,3117
202406,2632054200,북구 화명2동,21시,14569,410,2790
202406,2632054200,북구 화명2동,22시,15257,315,2552
202406,2632054200,북구 화명2동,23시,15636,253,2497
202406,2632054300,북구 화명3동,00시,21054,331,4008
202406,2632054300,북구 화명3동,01시,21179,275,3655
202406,2632054300,북구 화명3동,02시,21287,247,3370
202406,2632054300,북구 화명3동,03시,21367,231,3163
202406,2632054300,북구 화명3동,04시,21393,225,3043
202406,2632054300,북구 화명3동,05시,21300,235,3122
202406,2632054300,북구 화명3동,06시,20825,294,3332
202406,2632054300,북구 화명3동,07시,19576,571,3656
202406,2632054300,북구 화명3동,08시,17286,1635,4204
202406,2632054300,북구 화명3동,09시,13961,3819,5015
202406,2632054300,북구 화명3동,10시,12962,4085,5841
202406,2632054300,북구 화명3동,11시,12304,4223,6379
202406,2632054300,북구 화명3동,12시,11965,4323,6884
202406,2632054300,북구 화명3동,13시,11751,4440,6969
202406,2632054300,북구 화명3동,14시,11646,4548,7034
202406,2632054300,북구 화명3동,15시,11889,4641,7074
202406,2632054300,북구 화명3동,16시,12449,4662,7070
202406,2632054300,북구 화명3동,17시,13463,4476,7529
202406,2632054300,북구 화명3동,18시,14665,4087,8284
202406,2632054300,북구 화명3동,19시,15800,3626,8739
202406,2632054300,북구 화명3동,20시,18267,1642,8100
202406,2632054300,북구 화명3동,21시,19134,1234,6945
202406,2632054300,북구 화명3동,22시,19864,838,5772
202406,2632054300,북구 화명3동,23시,20244,622,5079
202406,2632055000,북구 덕천1동,00시,12081,117,2172
202406,2632055000,북구 덕천1동,01시,12225,105,2092
202406,2632055000,북구 덕천1동,02시,12339,102,2041
202406,2632055000,북구 덕천1동,03시,12414,100,2013
202406,2632055000,북구 덕천1동,04시,12440,101,2001
202406,2632055000,북구 덕천1동,05시,12351,110,2089
202406,2632055000,북구 덕천1동,06시,11963,153,2325
202406,2632055000,북구 덕천1동,07시,11172,328,2526
202406,2632055000,북구 덕천1동,08시,9934,921,2729
202406,2632055000,북구 덕천1동,09시,8412,2067,3169
202406,2632055000,북구 덕천1동,10시,7791,2177,3561
202406,2632055000,북구 덕천1동,11시,7432,2211,3635
202406,2632055000,북구 덕천1동,12시,7205,2193,3428
202406,2632055000,북구 덕천1동,13시,7061,2222,3375
202406,2632055000,북구 덕천1동,14시,6998,2241,3502
202406,2632055000,북구 덕천1동,15시,7128,2277,3410
202406,2632055000,북구 덕천1동,16시,7439,2280,3149
202406,2632055000,북구 덕천1동,17시,7940,2123,3034
202406,2632055000,북구 덕천1동,18시,8550,1726,3057
202406,2632055000,북구 덕천1동,19시,9183,1304,2998
202406,2632055000,북구 덕천1동,20시,10297,478,2847
202406,2632055000,북구 덕천1동,21시,10848,358,2690
202406,2632055000,북구 덕천1동,22시,11307,251,2474
202406,2632055000,북구 덕천1동,23시,11513,185,2450
202406,2632056000,북구 덕천2동,00시,10113,419,5721
202406,2632056000,북구 덕천2동,01시,10217,364,5345
202406,2632056000,북구 덕천2동,02시,10297,322,4993
202406,2632056000,북구 덕천2동,03시,10341,296,4695
202406,2632056000,북구 덕천2동,04시,10354,289,4502
202406,2632056000,북구 덕천2동,05시,10275,298,4508
202406,2632056000,북구 덕천2동,06시,9915,360,4641
202406,2632056000,북구 덕천2동,07시,9293,732,4901
202406,2632056000,북구 덕천2동,08시,8327,2181,5458
202406,2632056000,북구 덕천2동,09시,6952,3937,6768
202406,2632056000,북구 덕천2동,10시,6502,4425,7910
202406,2632056000,북구 덕천2동,11시,6231,4612,8721
202406,2632056000,북구 덕천2동,12시,6058,4677,9141
202406,2632056000,북구 덕천2동,13시,5944,4732,9136
202406,2632056000,북구 덕천2동,14시,5895,4724,9417
202406,2632056000,북구 덕천2동,15시,5989,4681,9235
202406,2632056000,북구 덕천2동,16시,6227,4620,8785
202406,2632056000,북구 덕천2동,17시,6616,4157,8661
202406,2632056000,북구 덕천2동,18시,7117,3344,9153
202406,2632056000,북구 덕천2동,19시,7661,2656,9602
202406,2632056000,북구 덕천2동,20시,8760,1605,9218
202406,2632056000,북구 덕천2동,21시,9203,1164,8344
202406,2632056000,북구 덕천2동,22시,9536,817,7435
202406,2632056000,북구 덕천2동,23시,9711,613,6851
202406,2632056100,북구 덕천3동,00시,6335,25,673
202406,2632056100,북구 덕천3동,01시,6411,25,667
202406,2632056100,북구 덕천3동,02시,6479,24,660
202406,2632056100,북구 덕천3동,03시,6529,25,650
202406,2632056100,북구 덕천3동,04시,6541,24,644
202406,2632056100,북구 덕천3동,05시,6493,27,640
202406,2632056100,북구 덕천3동,06시,6253,34,649
202406,2632056100,북구 덕천3동,07시,5866,68,668
202406,2632056100,북구 덕천3동,08시,5265,167,708
202406,2632056100,북구 덕천3동,09시,4492,446,720
202406,2632056100,북구 덕천3동,10시,4127,441,723
202406,2632056100,북구 덕천3동,11시,3926,437,720
202406,2632056100,북구 덕천3동,12시,3819,427,688
202406,2632056100,북구 덕천3동,13시,3733,445,699
202406,2632056100,북구 덕천3동,14시,3677,455,711
202406,2632056100,북구 덕천3동,15시,3759,459,704
202406,2632056100,북구 덕천3동,16시,3925,477,701
202406,2632056100,북구 덕천3동,17시,4190,471,695
202406,2632056100,북구 덕천3동,18시,4494,408,700
202406,2632056100,북구 덕천3동,19시,4816,378,691
202406,2632056100,북구 덕천3동,20시,5386,72,697
202406,2632056100,북구 덕천3동,21시,5690,60,702
202406,2632056100,북구 덕천3동,22시,5945,50,712
202406,2632056100,북구 덕천3동,23시,6067,41,757
202406,2632057100,북구 만덕1동,00시,13932,77,2004
202406,2632057100,북구 만덕1동,01시,14062,72,1961
202406,2632057100,북구 만덕1동,02시,14162,71,1925
202406,2632057100,북구 만덕1동,03시,14215,72,1891
202406,2632057100,북구 만덕1동,04시,14243,72,1874
202406,2632057100,북구 만덕1동,05시,14122,74,1910
202406,2632057100,북구 만덕1동,06시,13620,95,1986
202406,2632057100,북구 만덕1동,07시,12710,189,2066
202406,2632057100,북구 만덕1동,08시,10975,505,2209
202406,2632057100,북구 만덕1동,09시,8846,1342,2256
202406,2632057100,북구 만덕1동,10시,8072,1343,2384
202406,2632057100,북구 만덕1동,11시,7587,1323,2424
202406,2632057100,북구 만덕1동,12시,7277,1336,2412
202406,2632057100,북구 만덕1동,13시,7109,1361,2408
202406,2632057100,북구 만덕1동,14시,7078,1378,2443
202406,2632057100,북구 만덕1동,15시,7243,1419,2369
202406,2632057100,북구 만덕1동,16시,7622,1474,2258
202406,2632057100,북구 만덕1동,17시,8266,1454,2195
202406,2632057100,북구 만덕1동,18시,9109,1324,2170
202406,2632057100,북구 만덕1동,19시,10068,1199,2217
202406,2632057100,북구 만덕1동,20시,11681,254,2240
202406,2632057100,북구 만덕1동,21시,12397,191,2188
202406,2632057100,북구 만덕1동,22시,13043,153,2167
202406,2632057100,북구 만덕1동,23시,13371,130,2264
202406,2632057200,북구 만덕2동,00시,24395,199,2472
202406,2632057200,북구 만덕2동,01시,24611,193,2395
202406,2632057200,북구 만덕2동,02시,24803,189,2327
202406,2632057200,북구 만덕2동,03시,24910,188,2275
202406,2632057200,북구 만덕2동,04시,24924,187,2242
202406,2632057200,북구 만덕2동,05시,24720,188,2241
202406,2632057200,북구 만덕2동,06시,23990,199,2243
202406,2632057200,북구 만덕2동,07시,22472,363,2395
202406,2632057200,북구 만덕2동,08시,19987,1115,2619
202406,2632057200,북구 만덕2동,09시,16606,2662,2897
202406,2632057200,북구 만덕2동,10시,15226,2635,3129
202406,2632057200,북구 만덕2동,11시,14363,2635,3207
202406,2632057200,북구 만덕2동,12시,13922,2656,3250
202406,2632057200,북구 만덕2동,13시,13694,2700,3237
202406,2632057200,북구 만덕2동,14시,13600,2733,3220
202406,2632057200,북구 만덕2동,15시,13851,2782,3184
202406,2632057200,북구 만덕2동,16시,14480,2840,3119
202406,2632057200,북구 만덕2동,17시,15451,2693,3105
202406,2632057200,북구 만덕2동,18시,16703,2448,3168
202406,2632057200,북구 만덕2동,19시,18048,2186,3273
202406,2632057200,북구 만덕2동,20시,20711,584,3165
202406,2632057200,북구 만덕2동,21시,21888,470,2982
202406,2632057200,북구 만덕2동,22시,22910,341,2797
202406,2632057200,북구 만덕2동,23시,23405,277,2749
202406,2632057300,북구 만덕3동,00시,15611,98,2081
202406,2632057300,북구 만덕3동,01시,15740,90,1976
202406,2632057300,북구 만덕3동,02시,15859,87,1888
202406,2632057300,북구 만덕3동,03시,15953,85,1864
202406,2632057300,북구 만덕3동,04시,15996,86,1842
202406,2632057300,북구 만덕3동,05시,15878,86,1823
202406,2632057300,북구 만덕3동,06시,15396,98,1848
202406,2632057300,북구 만덕3동,07시,14326,166,1927
202406,2632057300,북구 만덕3동,08시,12515,317,1987
202406,2632057300,북구 만덕3동,09시,10101,1307,2020
202406,2632057300,북구 만덕3동,10시,9212,1286,2090
202406,2632057300,북구 만덕3동,11시,8681,1270,2111
202406,2632057300,북구 만덕3동,12시,8377,1286,2124
202406,2632057300,북구 만덕3동,13시,8189,1326,2167
202406,2632057300,북구 만덕3동,14시,8119,1398,2200
202406,2632057300,북구 만덕3동,15시,8312,1484,2256
202406,2632057300,북구 만덕3동,16시,8755,1593,2309
202406,2632057300,북구 만덕3동,17시,9521,1613,2434
202406,2632057300,북구 만덕3동,18시,10487,1537,2610
